text,categoria
Como cuando estas orinando pero te tiras un pedo y te cagas ,ninguna_de_las_anteriores
POV: Estudiante de medicina cuando le preguntan cómo le va la universidad bien Estoy ,ninguna_de_las_anteriores
Cuando vas a comer y te dicen que vayas por la coca. ,ninguna_de_las_anteriores
NINAS NIÑOS DEJAD DE EDUCARME PARA SER ESCLAVA ,ninguna_de_las_anteriores
"Tepeguiédquequieres de regalo? ymedijiste ""AUNQUESEA, UNA MERDAF ",ninguna_de_las_anteriores
enla era que calor ,ninguna_de_las_anteriores
Yo este 14 de febrero... (Soy la señora que está atrás) ,ninguna_de_las_anteriores
"Cuando tengo un mal día, automáticamente yo. ",ninguna_de_las_anteriores
Los que pagan impuestos Los que reciben subsidios 10 52 7 7un 202' T;mot8' Pnaal UNIDOS  ) 8 ,clasismo
ABURES [ANODAROSASEL PALO  SINOLIMAS ELGARROTE Q90MA00 EMISiON ,ninguna_de_las_anteriores
"Nadie: Absolutamente nadie: m@6ñps /g@,@v Los homofóbicos comparando las parejas del mismo sexo con cinturones 0 con enchufes como si tuvieran algo que ver: +2 08 4 /7 248 ",ninguna_de_las_anteriores
"El Guarromántico @Guarromantico Me convertí en la señora de los mil tickets en la bolsa- A a Co6 , 0ce Cao 55 ""su Ce 'Je) 'G9 êp 0 0 4 4 Go 5 8 2 8 1 8 56 5 8 Pp tonlco cont Dffos 2 Oudas aelaraciansJi Ciuase dcl inlarlor  8 ecloro: Mer(o. bancos 52262663  fcaublico 800 Contocre 226 Paro 2663 Panco {arjelas Oro 1 BBVM 5 Nuiero. 9 9 1 9 1 1 1 8 2 f 8 ( 1 1 : 8 {s 8 '""W opuea ",ninguna_de_las_anteriores
Cuando un Escorpio se te queda mirando; y no sabes si le gustas 0 estás estás peligro de muerte. ,ninguna_de_las_anteriores
"Memes Racistas con Humor Negro 9 de mayo de 2019 a las 09.45 Facebook for Android Jajajjjj Pero mano yo no se robar Avaina; cuantas veces tengo que decirte que eres negro? eso corre por Lus venas mano 522 104 comentarios 1,1 mil veces compartido ",racismo
En ocasiones veo contratos por obras 0 servicios que serán fijos discontinuos ,ninguna_de_las_anteriores
Estaelfuta mas parecida @ las 2algasi LasPasas ,ninguna_de_las_anteriores
"Cuando te empieza a gustar alguien ESTÚPIDO, MIS GANAS DE SEGUIR SOLTERA, IDIOiA ",ninguna_de_las_anteriores
Ni Judas traicionó tanto BURGER KING HAVE IT YOUR WAY MORPHIUS àiG ,ninguna_de_las_anteriores
Cuando le respondes una historia y te deja en visto ,ninguna_de_las_anteriores
PuenteenInglatera Puenteen Panamá Puente en México ,ninguna_de_las_anteriores
Panvelion 4a Gd Pantelion ava MÉXICOE Pantaya les EN Los Angeles En CO PA MÉXICO 9n santelion IGeles EN PER XIC6 KICO Triunfaremos en on Eles EN Hollaogd HICO JMA OILAAAAAAS! aerv ,ninguna_de_las_anteriores
Odio a la gente que usa palabras que no saben que significa solo para verse más fotosintesis ,ninguna_de_las_anteriores
PREDICCIÓN CUMPLIDA MÉXICOPASA@LOSCUARTOS_ 222 DEL HOTEZPORSUSMALETAS ,ninguna_de_las_anteriores
aparecen en una película gringa mexicanos españoles nooo estoy ostia harto de los pero si ha estereotipos racistas dicho españa; de los gringos viva españa ,racismo
Mi cara cuando veo mi cara ,ninguna_de_las_anteriores
"Un prostíbulo sorteó una canasta navideña y la ganó el cura del pueblo El cura don Nemesio declaró en su defensa y reconoció haber visitado este local hace un par de semanas, pero para organizar un bautismo. Selices Pr santacruzjean0o7 Si lees esto es porque sabes leer Joder 0a ;ESO sl ES DE GÁnGSTErS! eslas ",ninguna_de_las_anteriores
"#AnonymousDiceQue Krilin sabía cosas, por eso en cada oportunidad lo mataban :c ",ninguna_de_las_anteriores
"""SI TODOS YA LISTOS PARA DARELGRITO 8 GOD YUMO AQUI COMO MENSO TRABAJANDO"" Y Guumo  QUE 9 ",ninguna_de_las_anteriores
~cQue te gusta de mi? ~El negro de tus ojos ,racismo
Yo entrando a mi salón después de publicar en mi Facebook que odio a todos mis compañeros y que me cagan ,ninguna_de_las_anteriores
"SDPNOTICIAS.COM Rusia ordena operación militar contra Ucrania, reportan explosiones en Kiev ELDEFORMA Yasí conienza ",ninguna_de_las_anteriores
Wee; ivamos al gym? iJaloooo! TAQUERIA 8 QGYMIe ,ninguna_de_las_anteriores
1 8Yo jamas me casaría con un monstruo! ,ninguna_de_las_anteriores
cuando e el trabajo te dicen que te van pero la a aumentar Loque Callahos Lo5 GODINEZ chinga ,ninguna_de_las_anteriores
MEXICO LARZA SUS PRIMEROS MISILES ENAPOYQAGRANCIA ,ninguna_de_las_anteriores
FELiZ Dia PAPÁ * NUESTRO ARREGLA TODO ,ninguna_de_las_anteriores
Grupo C Polonia Argentina Arabia Mexico Saudita {OyeOieguilo ,ninguna_de_las_anteriores
Yo con dos días sin comer por no querer cambiar mi billete nuevo. 50 Y MI PRECIOSO! ,ninguna_de_las_anteriores
Malditos día más en machistas una sociedad machista También racismo Otro hay ,racismo
HARÉ DOS DIETAS PORQUE CON UNA ME QUEDO CON HAMBRE LACLOAKACOM ,ninguna_de_las_anteriores
Cuando ya suena como chancla en piso mojado El_Mamaloon ,ninguna_de_las_anteriores
TIEMPOS OSCUROS SE ACERCAN HARRY @Handbookoficial YA EMPIEZAI LAS CLASES ,ninguna_de_las_anteriores
B@ECADA] 1OPALABRAS @UE DICESON ALBURES [ASOIRASZ GQMIKDRECS memegezadfore ,ninguna_de_las_anteriores
(UANDO TE VIOLAN YBESUHTI QUBTBGUSTÓ ,ninguna_de_las_anteriores
Mario Aguilar @MarioAguilarMG Yo: Necesito adelgazar. Mi amigx: iQuieres papitas? Yo: ,ninguna_de_las_anteriores
Ytu es lo primero Que le vez aun hombre ? Asu novia claroo qué ,sexismo
CAMPANITA / CAMPANAZO ,ninguna_de_las_anteriores
La Última Pena Seguir @LaUltimaPena Cuando son las seis de la mañana y ya te da igual todo. MEDiaspur ayg ,ninguna_de_las_anteriores
Asi es Yordi yo fui la primera opcion para conducir #MasterChefCelebrity ,contenido_inapropiado
Qué pasó aquí? 8 ,ninguna_de_las_anteriores
Te fuiste cuando más te necesitaba. Cxuta} ,ninguna_de_las_anteriores
"tSegura con esto me sale barba ~Si, si..Tu dale LEIIDY YANGANA ",ninguna_de_las_anteriores
UNA VEZ CONTE UN CHISTE QUíMICO PERO NO HUBO REACCIÓN ,ninguna_de_las_anteriores
DI ALGO POSITIVO DE MI AUTO B ,ninguna_de_las_anteriores
VENDO MESA PARA HACER DIETA ,ninguna_de_las_anteriores
"Parejas en 1944: Parejas en 2020: Te Voy a participar en el 2d0 día mas amo importante de la historia y Ial vez no UwU UWU vuelva, pero te amo al igual que amo ala paz Pelearé por ti y por el futuro ",ninguna_de_las_anteriores
ikic Mis Frases Favoritas Derder 24 mar. 2020 a las 10.01 #Coronavirus eres tu? POR FIN DIÓ LA CARA 450 450 056 7.425 ,ninguna_de_las_anteriores
1 Dijiste  que eras ADMINIS DE GRUPOS EN WHATSAPP TRADOR ,ninguna_de_las_anteriores
-iSabes inglés? ~Obvio -àQue significa Lam? 21 de la mañana ,ninguna_de_las_anteriores
iSAL DEMONIO! AQUí TIENES ,ninguna_de_las_anteriores
"0 ""Los errores te hacen más fuerte Erubiel: @h~rt ",ninguna_de_las_anteriores
GRPARAOS LOS@RAGAMTAMEMTOS CON LAS UMSDEMNDEAÑOSEACERCAN ,ninguna_de_las_anteriores
~iSegura que te los eche en la espalda? Tengo más de un año de no tener novia ~iSi coñol àQué puede pasar? ,ninguna_de_las_anteriores
TU CARD CUANDO SENTISTE EL TEMBLOR ,ninguna_de_las_anteriores
Cuando la morra que aventaste Al horno no deja de gritar KPERRA TAN ESCANDALOSA >:V Alex Khatosmemeo 8 ,ninguna_de_las_anteriores
cTEMBLÓP IJI LO SEMJTI VANGUARDIAIMX ,ninguna_de_las_anteriores
Cuando me entero que el coronavirus ya llegó a Brasil y Chile. TEMGOMIEDO ,ninguna_de_las_anteriores
somos? Feministas Terminar con los modelos àQué queremos? de belleza imposibles 6 cuando lo queremos Hola Después del mundial éQué MaKizi ,ninguna_de_las_anteriores
QUERIDDAS FAM LIIAS DEBIDO AL CoVIlD 19 SE CANCELA LA ENTREGA DE REGALOS Soy DELA TERCERA EDAD Y MEPUEDO CONTAGIAR bihezags& 8m ,ninguna_de_las_anteriores
"EMRA,ANDRES PORALLÁ, [7ASBRIANISTASARDIDOS! Alc Nuesire Presidente PÁSAIELAVITACILINA, [ARCELO YOMEENCARGO. Alg NIUFTC Pacsiden @TER PÁSENZE POR SU UNTADITA, NO SE HAGANJ YA SÉ QUE LES ARDENESAS POMPIS ",ninguna_de_las_anteriores
Para compraste aceite para bebé si no tenemos hij . qué ,ninguna_de_las_anteriores
"Qué sigue después del 69? 70. = Ypor pusiste ""Lavarse los dientes' "" ? qué ",contenido_inapropiado
Ya tengo mi disfraz pa jaloweeeen ,ninguna_de_las_anteriores
Mi mamá: Yque tal el semestre mijo? Yo: QUE SEREPMA ,ninguna_de_las_anteriores
